YEAR,NAME,MONTH,SNOW
2016,"COMSTOCK PARK 1.0 NNW, MI US",5,0.0
2016,"COMSTOCK PARK 1.0 NNW, MI US",6,0.0
2016,"COMSTOCK PARK 1.0 NNW, MI US",7,0.0
2016,"COMSTOCK PARK 1.0 NNW, MI US",8,0.0
2016,"COMSTOCK PARK 1.0 NNW, MI US",9,0.0
2016,"COMSTOCK PARK 1.0 NNW, MI US",10,0.0
2016,"COMSTOCK PARK 1.0 NNW, MI US",11,0.0
2016,"COMSTOCK PARK 1.0 NNW, MI US",12,0.0
2016,"COMSTOCK PARK 3.7 NNE, MI US",1,14.600000000000001
2016,"COMSTOCK PARK 3.7 NNE, MI US",2,6.9
2016,"COMSTOCK PARK 3.7 NNE, MI US",3,6.4
2016,"COMSTOCK PARK 3.7 NNE, MI US",4,0.0
2016,"COMSTOCK PARK 3.7 NNE, MI US",5,0.0
2016,"COMSTOCK PARK 3.7 NNE, MI US",6,0.0
2016,"COMSTOCK PARK 3.7 NNE, MI US",7,0.0
2016,"COMSTOCK PARK 3.7 NNE, MI US",8,0.0
2016,"COMSTOCK PARK 3.7 NNE, MI US",9,0.0
2016,"COMSTOCK PARK 3.7 NNE, MI US",10,0.0
2016,"COMSTOCK PARK 3.7 NNE, MI US",11,0.0
2016,"COMSTOCK PARK 3.7 NNE, MI US",12,18.4
2016,"EAST GRAND RAPIDS, MI US",1,21.1
2016,"EAST GRAND RAPIDS, MI US",2,13.8
2016,"EAST GRAND RAPIDS, MI US",3,9.8
2016,"EAST GRAND RAPIDS, MI US",4,9.3
2016,"EAST GRAND RAPIDS, MI US",5,0.0
2016,"EAST GRAND RAPIDS, MI US",6,0.0
2016,"EAST GRAND RAPIDS, MI US",7,0.0
2016,"EAST GRAND RAPIDS, MI US",8,0.0
2016,"EAST GRAND RAPIDS, MI US",9,0.0
2016,"EAST GRAND RAPIDS, MI US",10,0.0
2016,"EAST GRAND RAPIDS, MI US",11,1.0
2016,"EAST GRAND RAPIDS, MI US",12,39.2
2016,"GRAND RAPIDS 2.5 ENE, MI US",1,16.2
2016,"GRAND RAPIDS 2.5 ENE, MI US",2,2.3
2016,"GRAND RAPIDS 2.5 ENE, MI US",3,1.3
2016,"GRAND RAPIDS 2.5 ENE, MI US",4,8.0
2016,"GRAND RAPIDS 2.5 ENE, MI US",5,0.0
2016,"GRAND RAPIDS 2.5 ENE, MI US",6,0.0
2016,"GRAND RAPIDS 2.5 ENE, MI US",7,0.0
2016,"GRAND RAPIDS 2.5 ENE, MI US",8,0.0
2016,"GRAND RAPIDS 2.5 ENE, MI US",9,0.0
2016,"GRAND RAPIDS 2.5 ENE, MI US",10,0.0
2016,"GRAND RAPIDS 2.5 ENE, MI US",11,1.0
2016,"GRAND RAPIDS 2.5 ENE, MI US",12,31.6
2016,"GRAND RAPIDS 2.9 NW, MI US",1,14.9
2016,"GRAND RAPIDS 2.9 NW, MI US",2,6.0
2016,"GRAND RAPIDS 2.9 NW, MI US",3,8.8
2016,"GRAND RAPIDS 2.9 NW, MI US",4,5.8
2016,"GRAND RAPIDS 2.9 NW, MI US",5,0.0
2016,"GRAND RAPIDS 2.9 NW, MI US",6,0.0
2016,"GRAND RAPIDS 2.9 NW, MI US",7,0.0
2016,"GRAND RAPIDS 2.9 NW, MI US",8,0.0
2016,"GRAND RAPIDS 2.9 NW, MI US",9,0.0
2016,"GRAND RAPIDS 2.9 NW, MI US",10,0.0
2016,"GRAND RAPIDS 2.9 NW, MI US",11,0.0
2016,"GRAND RAPIDS 2.9 NW, MI US",12,15.1
2016,"GRAND RAPIDS 3.1 NNE, MI US",1,0.0
2016,"GRAND RAPIDS 3.1 NNE, MI US",2,0.0
2016,"GRAND RAPIDS 3.1 NNE, MI US",3,0.0
2016,"GRAND RAPIDS 3.1 NNE, MI US",4,4.8
2016,"GRAND RAPIDS 3.1 NNE, MI US",5,0.0
2016,"GRAND RAPIDS 3.1 NNE, MI US",6,0.0
2016,"GRAND RAPIDS 3.1 NNE, MI US",7,0.0
2016,"GRAND RAPIDS 3.1 NNE, MI US",8,0.0
2016,"GRAND RAPIDS 3.1 NNE, MI US",9,0.0
2016,"GRAND RAPIDS 3.1 NNE, MI US",10,0.0
2016,"GRAND RAPIDS 3.1 NNE, MI US",11,0.0
2016,"GRAND RAPIDS 3.1 NNE, MI US",12,0.0
2016,"GRAND RAPIDS 3.2 S, MI US",1,0.0
2016,"GRAND RAPIDS 3.2 S, MI US",2,0.0
2016,"GRAND RAPIDS 3.2 S, MI US",3,0.0
2016,"GRAND RAPIDS 3.2 S, MI US",4,0.0
2016,"GRAND RAPIDS 3.2 S, MI US",5,0.0
2016,"GRAND RAPIDS 3.2 S, MI US",6,0.0
2016,"GRAND RAPIDS 3.2 S, MI US",7,0.0
2016,"GRAND RAPIDS 3.2 S, MI US",8,0.0
2016,"GRAND RAPIDS 3.8 SE, MI US",8,0.0
2016,"GRAND RAPIDS 4.6 ESE, MI US",7,0.0
2016,"GRAND RAPIDS 4.6 ESE, MI US",8,0.0
2016,"GRAND RAPIDS 4.6 ESE, MI US",9,0.0
2016,"GRAND RAPIDS 4.6 ESE, MI US",10,0.0
2016,"GRAND RAPIDS 4.6 ESE, MI US",11,0.1
2016,"GRAND RAPIDS 4.6 ESE, MI US",12,23.9
2016,"GRAND RAPIDS 5.5 SSE, MI US",8,0.0
2016,"GRAND RAPIDS 5.5 SSE, MI US",9,0.0
2016,"GRAND RAPIDS 5.5 SSE, MI US",10,0.0
2016,"GRAND RAPIDS 5.5 SSE, MI US",11,0.0
2016,"GRAND RAPIDS 5.5 SSE, MI US",12,0.0
2016,"GRAND RAPIDS 9.6 ESE, MI US",8,0.0
2016,"GRAND RAPIDS 9.6 ESE, MI US",9,0.0
2016,"GRAND RAPIDS 9.6 ESE, MI US",10,0.0
2016,"GRAND RAPIDS 9.6 ESE, MI US",11,0.0
2016,"GRAND RAPIDS 9.6 ESE, MI US",12,0.0
2016,"GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US",1,20.8
2016,"GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US",2,14.8
2016,"GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US",3,10.100000000000001
2016,"GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US",4,9.4
2016,"GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US",5,0.0
2016,"GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US",6,0.0
2016,"GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US",7,0.0
2016,"GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US",8,0.0
2016,"GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US",9,0.0
2016,"GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US",10,0.0
2016,"GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US",11,0.8
2016,"GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US",12,37.0
2016,"GRAND RAPIDS SUTRON, MI US",1,0.0
2016,"GRAND RAPIDS SUTRON, MI US",2,0.0
2016,"GRAND RAPIDS SUTRON, MI US",3,0.0
2016,"GRAND RAPIDS SUTRON, MI US",4,0.0
2016,"GRAND RAPIDS SUTRON, MI US",5,0.0
2016,"GRAND RAPIDS SUTRON, MI US",6,0.0
2016,"GRAND RAPIDS SUTRON, MI US",7,0.0
2016,"GRAND RAPIDS SUTRON, MI US",8,0.0
2016,"GRAND RAPIDS SUTRON, MI US",9,0.0
2016,"GRAND RAPIDS SUTRON, MI US",10,0.0
2016,"GRAND RAPIDS SUTRON, MI US",11,0.0
2016,"GRAND RAPIDS SUTRON, MI US",12,0.0
2016,"GRANDVILLE 1.3 WSW, MI US",1,31.099999999999998
2016,"GRANDVILLE 1.3 WSW, MI US",2,18.1
2016,"GRANDVILLE 1.3 WSW, MI US",3,10.1
2016,"GRANDVILLE 1.3 WSW, MI US",4,7.3999999999999995
2016,"GRANDVILLE 1.3 WSW, MI US",5,0.0
2016,"GRANDVILLE 1.3 WSW, MI US",6,0.0
2016,"GRANDVILLE 1.3 WSW, MI US",7,0.0
2016,"GRANDVILLE 1.3 WSW, MI US",8,0.0
2016,"GRANDVILLE 1.3 WSW, MI US",9,0.0
2016,"GRANDVILLE 1.3 WSW, MI US",10,0.0
2016,"GRANDVILLE 1.3 WSW, MI US",11,1.8
2016,"GRANDVILLE 1.3 WSW, MI US",12,45.4
2016,"JENISON 1.0 NE, MI US",1,0.0
2016,"JENISON 1.0 NE, MI US",2,0.0
2016,"JENISON 1.0 NE, MI US",3,0.0
2016,"JENISON 1.0 NE, MI US",4,0.0
2016,"JENISON 1.0 NE, MI US",5,0.0
2016,"JENISON 1.0 NE, MI US",6,0.0
2016,"JENISON 1.0 NE, MI US",7,0.0
2016,"JENISON 1.0 NE, MI US",8,0.0
2016,"JENISON 1.0 NE, MI US",9,0.0
2016,"JENISON 1.0 NE, MI US",10,0.0
2016,"JENISON 1.0 NE, MI US",11,0.0
2016,"JENISON 1.0 NE, MI US",12,0.0
2016,"KENTWOOD 1.6 WSW, MI US",1,0.0
2016,"KENTWOOD 1.6 WSW, MI US",2,0.0
2016,"KENTWOOD 1.6 WSW, MI US",3,0.0
2016,"KENTWOOD 1.6 WSW, MI US",4,0.0
2016,"KENTWOOD 1.6 WSW, MI US",5,0.0
2016,"KENTWOOD 1.6 WSW, MI US",6,0.0
2016,"KENTWOOD 1.6 WSW, MI US",7,0.0
2016,"KENTWOOD 1.6 WSW, MI US",8,0.0
2016,"KENTWOOD 1.6 WSW, MI US",9,0.0
2016,"KENTWOOD 1.6 WSW, MI US",10,0.0
2016,"KENTWOOD 1.6 WSW, MI US",11,0.0
2016,"KENTWOOD 1.6 WSW, MI US",12,0.0
2016,"KENTWOOD 1.8 SSE, MI US",9,0.0
2016,"KENTWOOD 1.8 SSE, MI US",10,0.0
2016,"KENTWOOD 1.8 SSE, MI US",11,0.0
2016,"KENTWOOD 1.8 SSE, MI US",12,0.0
2016,"NWSFO GRAND RAPIDS, MI US",1,20.8
2016,"NWSFO GRAND RAPIDS, MI US",2,14.8
2016,"NWSFO GRAND RAPIDS, MI US",3,10.100000000000001
2016,"NWSFO GRAND RAPIDS, MI US",4,9.4
2016,"NWSFO GRAND RAPIDS, MI US",5,0.0
2016,"NWSFO GRAND RAPIDS, MI US",6,0.0
2016,"NWSFO GRAND RAPIDS, MI US",7,0.0
2016,"NWSFO GRAND RAPIDS, MI US",8,0.0
2016,"NWSFO GRAND RAPIDS, MI US",9,0.0
2016,"NWSFO GRAND RAPIDS, MI US",10,0.0
2016,"NWSFO GRAND RAPIDS, MI US",11,0.8
2016,"NWSFO GRAND RAPIDS, MI US",12,37.0
2016,"ROCKFORD 0.9 NNE, MI US",1,12.7
2016,"ROCKFORD 0.9 NNE, MI US",2,11.1
2016,"ROCKFORD 0.9 NNE, MI US",3,8.4
2016,"ROCKFORD 0.9 NNE, MI US",4,6.0
2016,"ROCKFORD 0.9 NNE, MI US",5,0.0
2016,"ROCKFORD 0.9 NNE, MI US",6,0.0
2016,"ROCKFORD 0.9 NNE, MI US",7,0.0
2016,"ROCKFORD 0.9 NNE, MI US",8,0.0
2016,"ROCKFORD 0.9 NNE, MI US",9,0.0
2016,"ROCKFORD 0.9 NNE, MI US",10,0.0
2016,"ROCKFORD 0.9 NNE, MI US",11,0.2
2016,"ROCKFORD 0.9 NNE, MI US",12,23.8
2016,"ROCKFORD 5.0 ESE, MI US",3,0.0
2016,"ROCKFORD 5.0 ESE, MI US",4,0.0
2016,"ROCKFORD 5.0 ESE, MI US",5,0.0
2016,"ROCKFORD 5.0 ESE, MI US",6,0.0
2016,"ROCKFORD 5.0 ESE, MI US",7,0.0
2016,"ROCKFORD 5.0 ESE, MI US",8,0.0
2016,"ROCKFORD 5.0 ESE, MI US",9,0.0
2016,"ROCKFORD 5.0 ESE, MI US",10,0.0
2016,"ROCKFORD 5.0 ESE, MI US",11,1.1
2016,"ROCKFORD 5.0 ESE, MI US",12,25.3
2016,"ROCKFORD, MI US",1,15.8
2016,"ROCKFORD, MI US",2,10.2
2016,"ROCKFORD, MI US",3,6.5
2016,"ROCKFORD, MI US",4,4.5
2016,"ROCKFORD, MI US",5,0.0
2016,"ROCKFORD, MI US",6,0.0
2016,"ROCKFORD, MI US",7,0.0
2016,"ROCKFORD, MI US",8,0.0
2016,"ROCKFORD, MI US",9,0.0
2016,"ROCKFORD, MI US",10,0.0
2016,"ROCKFORD, MI US",11,0.8
2016,"ROCKFORD, MI US",12,29.400000000000002
2016,"SPARTA 2.8 W, MI US",3,0.0
2016,"SPARTA 2.8 W, MI US",4,0.0
2016,"SPARTA 2.8 W, MI US",5,0.0
2016,"SPARTA 2.8 W, MI US",6,0.0
2016,"SPARTA 2.8 W, MI US",7,0.0
2016,"SPARTA 2.8 W, MI US",8,0.0
2016,"SPARTA 2.8 W, MI US",9,0.0
2016,"SPARTA 2.8 W, MI US",11,0.0
2016,"WYOMING 0.5 NNE, MI US",1,14.4
2016,"WYOMING 0.5 NNE, MI US",2,10.5
2016,"WYOMING 0.5 NNE, MI US",3,10.3
2016,"WYOMING 0.5 NNE, MI US",4,4.0
2016,"WYOMING 0.5 NNE, MI US",5,0.0
2016,"WYOMING 0.5 NNE, MI US",6,0.0
2016,"WYOMING 0.5 NNE, MI US",7,0.0
2016,"WYOMING 0.5 NNE, MI US",8,0.0
2016,"WYOMING 0.5 NNE, MI US",9,0.0
2016,"WYOMING 0.5 NNE, MI US",10,0.0
2016,"WYOMING 0.5 NNE, MI US",11,0.2
2016,"WYOMING 0.5 NNE, MI US",12,23.2
