YEAR,NAME,MONTH,SNOW
2016,"BELMONT 1.0 WNW, MI US",8,0.0
2016,"BELMONT 1.0 WNW, MI US",9,0.0
2016,"BELMONT 1.0 WNW, MI US",10,0.0
2016,"BELMONT 1.0 WNW, MI US",11,0.0
2016,"BELMONT 1.0 WNW, MI US",12,0.9874999999999999
2016,"CALEDONIA 4.4 WNW, MI US",1,0.6478260869565218
2016,"CALEDONIA 4.4 WNW, MI US",2,0.8166666666666667
2016,"CALEDONIA 4.4 WNW, MI US",3,0.40869565217391307
2016,"CALEDONIA 4.4 WNW, MI US",4,0.41500000000000004
2016,"CALEDONIA 4.4 WNW, MI US",5,0.0
2016,"CALEDONIA 4.4 WNW, MI US",6,0.0
2016,"CALEDONIA 4.4 WNW, MI US",7,0.0
2016,"CALEDONIA 4.4 WNW, MI US",8,0.0
2016,"CALEDONIA 4.4 WNW, MI US",9,0.0
2016,"CALEDONIA 4.4 WNW, MI US",10,0.0
2016,"CALEDONIA 4.4 WNW, MI US",11,0.0
2016,"CALEDONIA 4.4 WNW, MI US",12,1.1136363636363635
2016,"COMSTOCK PARK 1.0 NNW, MI US",3,
2016,"COMSTOCK PARK 1.0 NNW, MI US",4,
2016,"COMSTOCK PARK 1.0 NNW, MI US",5,
2016,"COMSTOCK PARK 1.0 NNW, MI US",6,
2016,"COMSTOCK PARK 1.0 NNW, MI US",7,0.0
2016,"COMSTOCK PARK 1.0 NNW, MI US",8,0.0
2016,"COMSTOCK PARK 1.0 NNW, MI US",9,0.0
2016,"COMSTOCK PARK 1.0 NNW, MI US",10,0.0
2016,"COMSTOCK PARK 1.0 NNW, MI US",11,0.0
2016,"COMSTOCK PARK 1.0 NNW, MI US",12,0.0
2016,"COMSTOCK PARK 3.7 NNE, MI US",1,0.6636363636363637
2016,"COMSTOCK PARK 3.7 NNE, MI US",2,0.43125
2016,"COMSTOCK PARK 3.7 NNE, MI US",3,0.49230769230769234
2016,"COMSTOCK PARK 3.7 NNE, MI US",4,0.0
2016,"COMSTOCK PARK 3.7 NNE, MI US",5,0.0
2016,"COMSTOCK PARK 3.7 NNE, MI US",6,0.0
2016,"COMSTOCK PARK 3.7 NNE, MI US",7,0.0
2016,"COMSTOCK PARK 3.7 NNE, MI US",8,0.0
2016,"COMSTOCK PARK 3.7 NNE, MI US",9,0.0
2016,"COMSTOCK PARK 3.7 NNE, MI US",10,0.0
2016,"COMSTOCK PARK 3.7 NNE, MI US",11,0.0
2016,"COMSTOCK PARK 3.7 NNE, MI US",12,1.15
2016,"EAST GRAND RAPIDS, MI US",1,0.6806451612903226
2016,"EAST GRAND RAPIDS, MI US",2,0.47586206896551725
2016,"EAST GRAND RAPIDS, MI US",3,0.31612903225806455
2016,"EAST GRAND RAPIDS, MI US",4,0.31
2016,"EAST GRAND RAPIDS, MI US",5,0.0
2016,"EAST GRAND RAPIDS, MI US",6,0.0
2016,"EAST GRAND RAPIDS, MI US",7,0.0
2016,"EAST GRAND RAPIDS, MI US",8,0.0
2016,"EAST GRAND RAPIDS, MI US",9,0.0
2016,"EAST GRAND RAPIDS, MI US",10,0.0
2016,"EAST GRAND RAPIDS, MI US",11,0.03333333333333333
2016,"EAST GRAND RAPIDS, MI US",12,1.2645161290322582
2016,"GRAND RAPIDS 2.5 ENE, MI US",1,1.7999999999999998
2016,"GRAND RAPIDS 2.5 ENE, MI US",2,0.32857142857142857
2016,"GRAND RAPIDS 2.5 ENE, MI US",3,1.3
2016,"GRAND RAPIDS 2.5 ENE, MI US",4,2.6666666666666665
2016,"GRAND RAPIDS 2.5 ENE, MI US",5,
2016,"GRAND RAPIDS 2.5 ENE, MI US",6,
2016,"GRAND RAPIDS 2.5 ENE, MI US",7,0.0
2016,"GRAND RAPIDS 2.5 ENE, MI US",8,0.0
2016,"GRAND RAPIDS 2.5 ENE, MI US",9,
2016,"GRAND RAPIDS 2.5 ENE, MI US",10,
2016,"GRAND RAPIDS 2.5 ENE, MI US",11,1.0
2016,"GRAND RAPIDS 2.5 ENE, MI US",12,3.16
2016,"GRAND RAPIDS 2.9 NW, MI US",1,0.8764705882352941
2016,"GRAND RAPIDS 2.9 NW, MI US",2,0.375
2016,"GRAND RAPIDS 2.9 NW, MI US",3,0.48888888888888893
2016,"GRAND RAPIDS 2.9 NW, MI US",4,0.3625
2016,"GRAND RAPIDS 2.9 NW, MI US",5,0.0
2016,"GRAND RAPIDS 2.9 NW, MI US",6,0.0
2016,"GRAND RAPIDS 2.9 NW, MI US",7,0.0
2016,"GRAND RAPIDS 2.9 NW, MI US",8,0.0
2016,"GRAND RAPIDS 2.9 NW, MI US",9,0.0
2016,"GRAND RAPIDS 2.9 NW, MI US",10,0.0
2016,"GRAND RAPIDS 2.9 NW, MI US",11,0.0
2016,"GRAND RAPIDS 2.9 NW, MI US",12,0.94375
2016,"GRAND RAPIDS 3.1 NNE, MI US",1,0.0
2016,"GRAND RAPIDS 3.1 NNE, MI US",2,0.0
2016,"GRAND RAPIDS 3.1 NNE, MI US",3,0.0
2016,"GRAND RAPIDS 3.1 NNE, MI US",4,0.32
2016,"GRAND RAPIDS 3.1 NNE, MI US",5,0.0
2016,"GRAND RAPIDS 3.1 NNE, MI US",6,0.0
2016,"GRAND RAPIDS 3.1 NNE, MI US",7,0.0
2016,"GRAND RAPIDS 3.1 NNE, MI US",8,0.0
2016,"GRAND RAPIDS 3.1 NNE, MI US",9,0.0
2016,"GRAND RAPIDS 3.1 NNE, MI US",10,0.0
2016,"GRAND RAPIDS 3.1 NNE, MI US",11,
2016,"GRAND RAPIDS 3.1 NNE, MI US",12,0.0
2016,"GRAND RAPIDS 3.2 S, MI US",1,0.0
2016,"GRAND RAPIDS 3.2 S, MI US",2,0.0
2016,"GRAND RAPIDS 3.2 S, MI US",3,0.0
2016,"GRAND RAPIDS 3.2 S, MI US",4,0.0
2016,"GRAND RAPIDS 3.2 S, MI US",5,0.0
2016,"GRAND RAPIDS 3.2 S, MI US",6,0.0
2016,"GRAND RAPIDS 3.2 S, MI US",7,0.0
2016,"GRAND RAPIDS 3.2 S, MI US",8,0.0
2016,"GRAND RAPIDS 3.8 SE, MI US",8,
2016,"GRAND RAPIDS 4.6 ESE, MI US",7,0.0
2016,"GRAND RAPIDS 4.6 ESE, MI US",8,0.0
2016,"GRAND RAPIDS 4.6 ESE, MI US",9,0.0
2016,"GRAND RAPIDS 4.6 ESE, MI US",10,0.0
2016,"GRAND RAPIDS 4.6 ESE, MI US",11,0.025
2016,"GRAND RAPIDS 4.6 ESE, MI US",12,2.3899999999999997
2016,"GRAND RAPIDS 5.5 SSE, MI US",8,0.0
2016,"GRAND RAPIDS 5.5 SSE, MI US",9,0.0
2016,"GRAND RAPIDS 5.5 SSE, MI US",10,0.0
2016,"GRAND RAPIDS 5.5 SSE, MI US",11,0.0
2016,"GRAND RAPIDS 5.5 SSE, MI US",12,0.0
2016,"GRAND RAPIDS 9.6 ESE, MI US",8,0.0
2016,"GRAND RAPIDS 9.6 ESE, MI US",9,0.0
2016,"GRAND RAPIDS 9.6 ESE, MI US",10,0.0
2016,"GRAND RAPIDS 9.6 ESE, MI US",11,0.0
2016,"GRAND RAPIDS 9.6 ESE, MI US",12,0.0
2016,"GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US",1,0.6709677419354839
2016,"GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US",2,0.5103448275862069
2016,"GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US",3,0.3258064516129033
2016,"GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US",4,0.31333333333333335
2016,"GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US",5,0.0
2016,"GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US",6,0.0
2016,"GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US",7,0.0
2016,"GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US",8,0.0
2016,"GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US",9,0.0
2016,"GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US",10,0.0
2016,"GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US",11,0.02666666666666667
2016,"GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US",12,1.1935483870967742
2016,"GRAND RAPIDS SUTRON, MI US",1,
2016,"GRAND RAPIDS SUTRON, MI US",2,
2016,"GRAND RAPIDS SUTRON, MI US",3,
2016,"GRAND RAPIDS SUTRON, MI US",4,
2016,"GRAND RAPIDS SUTRON, MI US",5,
2016,"GRAND RAPIDS SUTRON, MI US",6,
2016,"GRAND RAPIDS SUTRON, MI US",7,
2016,"GRAND RAPIDS SUTRON, MI US",8,
2016,"GRAND RAPIDS SUTRON, MI US",9,
2016,"GRAND RAPIDS SUTRON, MI US",10,
2016,"GRAND RAPIDS SUTRON, MI US",11,
2016,"GRAND RAPIDS SUTRON, MI US",12,
2016,"GRANDVILLE 1.3 WSW, MI US",1,1.0032258064516129
2016,"GRANDVILLE 1.3 WSW, MI US",2,0.6464285714285715
2016,"GRANDVILLE 1.3 WSW, MI US",3,0.3258064516129032
2016,"GRANDVILLE 1.3 WSW, MI US",4,0.24666666666666665
2016,"GRANDVILLE 1.3 WSW, MI US",5,0.0
2016,"GRANDVILLE 1.3 WSW, MI US",6,0.0
2016,"GRANDVILLE 1.3 WSW, MI US",7,0.0
2016,"GRANDVILLE 1.3 WSW, MI US",8,0.0
2016,"GRANDVILLE 1.3 WSW, MI US",9,0.0
2016,"GRANDVILLE 1.3 WSW, MI US",10,0.0
2016,"GRANDVILLE 1.3 WSW, MI US",11,0.060000000000000005
2016,"GRANDVILLE 1.3 WSW, MI US",12,1.464516129032258
2016,"JENISON 1.0 NE, MI US",1,
2016,"JENISON 1.0 NE, MI US",2,
2016,"JENISON 1.0 NE, MI US",3,
2016,"JENISON 1.0 NE, MI US",4,0.0
2016,"JENISON 1.0 NE, MI US",5,0.0
2016,"JENISON 1.0 NE, MI US",6,0.0
2016,"JENISON 1.0 NE, MI US",7,0.0
2016,"JENISON 1.0 NE, MI US",8,0.0
2016,"JENISON 1.0 NE, MI US",9,0.0
2016,"JENISON 1.0 NE, MI US",10,0.0
2016,"JENISON 1.0 NE, MI US",11,0.0
2016,"JENISON 1.0 NE, MI US",12,
2016,"KENTWOOD 1.6 WSW, MI US",1,0.0
2016,"KENTWOOD 1.6 WSW, MI US",2,0.0
2016,"KENTWOOD 1.6 WSW, MI US",3,0.0
2016,"KENTWOOD 1.6 WSW, MI US",4,0.0
2016,"KENTWOOD 1.6 WSW, MI US",5,0.0
2016,"KENTWOOD 1.6 WSW, MI US",6,0.0
2016,"KENTWOOD 1.6 WSW, MI US",7,0.0
2016,"KENTWOOD 1.6 WSW, MI US",8,0.0
2016,"KENTWOOD 1.6 WSW, MI US",9,0.0
2016,"KENTWOOD 1.6 WSW, MI US",10,0.0
2016,"KENTWOOD 1.6 WSW, MI US",11,0.0
2016,"KENTWOOD 1.6 WSW, MI US",12,0.0
2016,"KENTWOOD 1.8 SSE, MI US",9,
2016,"KENTWOOD 1.8 SSE, MI US",10,
2016,"KENTWOOD 1.8 SSE, MI US",11,0.0
2016,"KENTWOOD 1.8 SSE, MI US",12,0.0
2016,"NWSFO GRAND RAPIDS, MI US",1,0.6709677419354839
2016,"NWSFO GRAND RAPIDS, MI US",2,0.5103448275862069
2016,"NWSFO GRAND RAPIDS, MI US",3,0.3258064516129033
2016,"NWSFO GRAND RAPIDS, MI US",4,0.31333333333333335
2016,"NWSFO GRAND RAPIDS, MI US",5,0.0
2016,"NWSFO GRAND RAPIDS, MI US",6,0.0
2016,"NWSFO GRAND RAPIDS, MI US",7,0.0
2016,"NWSFO GRAND RAPIDS, MI US",8,0.0
2016,"NWSFO GRAND RAPIDS, MI US",9,0.0
2016,"NWSFO GRAND RAPIDS, MI US",10,0.0
2016,"NWSFO GRAND RAPIDS, MI US",11,0.02666666666666667
2016,"NWSFO GRAND RAPIDS, MI US",12,1.1935483870967742
2016,"ROCKFORD 0.9 NNE, MI US",1,0.4233333333333333
2016,"ROCKFORD 0.9 NNE, MI US",2,0.38275862068965516
2016,"ROCKFORD 0.9 NNE, MI US",3,0.35000000000000003
2016,"ROCKFORD 0.9 NNE, MI US",4,0.3
2016,"ROCKFORD 0.9 NNE, MI US",5,0.0
2016,"ROCKFORD 0.9 NNE, MI US",6,0.0
2016,"ROCKFORD 0.9 NNE, MI US",7,0.0
2016,"ROCKFORD 0.9 NNE, MI US",8,0.0
2016,"ROCKFORD 0.9 NNE, MI US",9,0.0
2016,"ROCKFORD 0.9 NNE, MI US",10,0.0
2016,"ROCKFORD 0.9 NNE, MI US",11,0.009090909090909092
2016,"ROCKFORD 0.9 NNE, MI US",12,0.8206896551724138
2016,"ROCKFORD 5.0 ESE, MI US",3,0.0
2016,"ROCKFORD 5.0 ESE, MI US",4,0.0
2016,"ROCKFORD 5.0 ESE, MI US",5,0.0
2016,"ROCKFORD 5.0 ESE, MI US",6,0.0
2016,"ROCKFORD 5.0 ESE, MI US",7,
2016,"ROCKFORD 5.0 ESE, MI US",8,0.0
2016,"ROCKFORD 5.0 ESE, MI US",9,
2016,"ROCKFORD 5.0 ESE, MI US",10,0.0
2016,"ROCKFORD 5.0 ESE, MI US",11,0.55
2016,"ROCKFORD 5.0 ESE, MI US",12,1.58125
2016,"ROCKFORD, MI US",1,0.6583333333333333
2016,"ROCKFORD, MI US",2,1.02
2016,"ROCKFORD, MI US",3,0.9285714285714286
2016,"ROCKFORD, MI US",4,0.9
2016,"ROCKFORD, MI US",5,0.0
2016,"ROCKFORD, MI US",6,0.0
2016,"ROCKFORD, MI US",7,0.0
2016,"ROCKFORD, MI US",8,0.0
2016,"ROCKFORD, MI US",9,0.0
2016,"ROCKFORD, MI US",10,
2016,"ROCKFORD, MI US",11,0.4
2016,"ROCKFORD, MI US",12,0.9483870967741936
2016,"SPARTA 2.8 W, MI US",3,
2016,"SPARTA 2.8 W, MI US",4,
2016,"SPARTA 2.8 W, MI US",5,0.0
2016,"SPARTA 2.8 W, MI US",6,0.0
2016,"SPARTA 2.8 W, MI US",7,0.0
2016,"SPARTA 2.8 W, MI US",8,0.0
2016,"SPARTA 2.8 W, MI US",9,0.0
2016,"SPARTA 2.8 W, MI US",11,
2016,"WYOMING 0.5 NNE, MI US",1,0.4645161290322581
2016,"WYOMING 0.5 NNE, MI US",2,0.3620689655172414
2016,"WYOMING 0.5 NNE, MI US",3,0.33225806451612905
2016,"WYOMING 0.5 NNE, MI US",4,0.16
2016,"WYOMING 0.5 NNE, MI US",5,0.0
2016,"WYOMING 0.5 NNE, MI US",6,0.0
2016,"WYOMING 0.5 NNE, MI US",7,0.0
2016,"WYOMING 0.5 NNE, MI US",8,0.0
2016,"WYOMING 0.5 NNE, MI US",9,0.0
2016,"WYOMING 0.5 NNE, MI US",10,0.0
2016,"WYOMING 0.5 NNE, MI US",11,0.008695652173913044
2016,"WYOMING 0.5 NNE, MI US",12,0.7733333333333333
